FileName,Sentences,Label,text
Ses05F_impro05_M025,"Well, we're talking about one bag. You personally made it here, didn't you?",neu,WELL WE'RE TALKING ABOUT ONE BAG YOU PERSONALLY MADE IT HERE DIDN'T YOU .
Ses05F_impro05_M030,"Well, I understand that. Did you buy flight insurance?",neu,WELL I UNDERSTAND THAT DID YOU BUY FLIGHT INSURANCE .
Ses05F_impro05_M031,"Well, my hands are really tied then.",neu,WELL  MY HANDS ARE REALLY TIED THEN .
Ses05F_impro05_M032,"Well, it's like any kind of insurance. You don't-when you get it, then you get more. You know, Like if you--",neu,WELL IT'S LIKE ANY KIND OF INSURANCE . YOU DON'T  WHEN YOU GET IT THEN YOU GET MORE . YOU KNOW LIKE IF YOU .
Ses05F_impro05_M033,"Well, of course not because you've got your backpack with you the whole time. Now, if you--you said this was a travel bag. Why weren't you carrying it on if it was so important?",neu,WELL OF COURSE NOT BECAUSE YOU'VE GOT YOUR BACKPACK WITH YOU THE WHOLE TIME NOW IF YOU  YOU SAID THIS WAS A TRAVEL BAG WHY WEREN'T YOU CARRYING IT ON IF IT WAS SO IMPORTANT .
Ses05F_impro05_M034,"Uh, so it was really heavy.",neu,UH . SO IT WAS REALLY HEAVY .
Ses05F_impro05_M036,"I'm sorry, ma'am, there's nothing else I can do. My hands are really tied here. I really wish there was something else I could do for you.",neu,I'M SORRY MA'AM THERE'S NOTHING ELSE I CAN DO . MY HANDS ARE REALLY TIED HERE . I REALLY WISH THERE WAS SOMETHING ELSE I COULD DO FOR YOU .
Ses05F_impro05_M037,Well I don't know why you wouldn't believe that.,neu,WELL I DON'T KNOW WHY YOU WOULDN'T BELIEVE THAT .
Ses05F_impro05_M039,"Well, I have no way to give you more money. I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",neu,WELL I HAVE NO WAY TO GIVE YOU MORE MONEY  I'M GIVING YOU AS MUCH MONEY AS I  CAN  AND FIGURING AS FAR AS FIGURING OUT WHERE YOU BAG IS .
Ses05F_impro05_M040,makes up?,neu,MAKES UP .
Ses05F_impro05_M041,"The airline makes these rules, mom ma'am.",neu,THE AIRLINE MAKES THESE RULES MOM . MA'AM .
Ses05F_impro05_M048,Right.,neu,RIGHT .
Ses05F_impro05_M050,"And while I really would love to be able to hand you your bag right now, obviously I can't do that.",neu,AND WHILE I REALLY WOULD LOVE TO BE ABLE TO HAND YOU YOUR BAG RIGHT NOW OBVIOUSLY I CAN'T DO THAT .
Ses05F_impro05_M051,So you'd like the fifty dollar voucher?,neu,SO YOU'D LIKE THE FIFTY DOLLAR VOUCHER .
Ses05F_impro05_M052,"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",neu,OKAY JUST FILL OUT THESE THREE FORMS . AND UM  YOU'LL WE'LL HAVE THAT SENT TO YOU . WITHIN THE NEXT THREE WEEKS  AND OF COURSE WE'LL DEFINITELY KEEP AN EYE OUT FOR YOUR BAG .
Ses05F_impro05_M053,You have a wonderful day.,neu,YOU HAVE A WONDERFUL DAY .
Ses05F_impro06_F000,A good friend of mine passed away the other day.,sad,A GOOD FRIEND OF MINE . PASSED AWAY THE OTHER DAY .
Ses05F_impro06_F001,"Oh they had some pretty progressive cancer,",sad,OH THEY HAD . SOME PRETTY . PROGRESSIVE . CANCER .
Ses05F_impro06_F002,"metastasized and it was old and they knew that it wasn't looking good, but-",sad,METASTASIZED AND IT WAS OLD AND THEY KNEW . THAT IT WASN'T LOOKING GOOD BUT .
Ses05F_impro06_F003,Yeah. We were. Pretty close.,sad,YEAH WE WERE PRETTY CLOSE .
Ses05F_impro06_F004,[BREATHING],sad,{BR} .
Ses05F_impro06_F005,Kind of.,sad,KIND OF .
Ses05F_impro06_F006,"It's hard to watch when it's painful for them, you know.",sad,IT'S HARD TO WATCH WHEN IT'S . PAINFUL FOR THEM YOU KNOW .
Ses05F_impro06_F007,"I just, I don't know.",sad,I JUST I DON'T KNOW .
Ses05F_impro06_F008,I know.,sad,I KNOW .
Ses05F_impro06_F009,And he could of... He was pretty awesome,sad,AND HE COULD OF . HE WAS PRETTY AWESOME .
Ses05F_impro06_F010,"Uh, We grew up together.",sad,UH WE GREW UP TOGETHER .
Ses05F_impro06_F011,"Yeah, he kind of did a lot of things, but we acted together, sometimes.",sad,YEAH HE KIND OF DID A LOT OF THINGS BUT . WE ACTED TOGETHER SOMETIMES .
Ses05F_impro06_F012,"I feel really bad for his family, you know.",sad,I FEEL REALLY BAD FOR HIS FAMILY YOU KNOW .
Ses05F_impro06_F013,"It must be really, really hard to lose a child.",sad,IT MUST BE REALLY REALLY HARD TO LOSE A CHILD .
Ses05F_impro06_F014,"Yeah. And they were really supportive, like through the whole process, but-",sad,YEAH  AND THEY WERE REALLY SUPPORTIVE LIKE . THROUGH THE WHOLE PROCESS BUT .
Ses05F_impro06_F015,[BREATHING],sad,{BR} .
Ses05F_impro06_F016,I can't imagine what his- what his parents are going through.,sad,I CAN'T IMAGINE WHAT HIS . WHAT HIS PARENTS ARE GOING THROUGH .
Ses05F_impro06_F017,"Yeah, I'm just going to miss him.",sad,YEAH I'M JUST GOING TO MISS HIM .
Ses05F_impro06_F018,Thank you.,sad,THANK YOU .
Ses05F_impro06_F019,"Yeah, they're going to do some sort of memorial service or something.",sad,YEAH THEY'RE GOING TO DO SOME SORT OF MEMORIAL SERVICE OR SOMETHING .
Ses05F_impro06_F020,Thanks.,sad,THANKS .
Ses05F_impro06_F021,"It's really bizarre, you know, when you know somebody really well, and then...",sad,IT'S REALLY BIZARRE YOU KNOW WHEN YOU KNOW SOMEBODY REALLY WELL AND THEN .
Ses05F_impro06_F022,something happens and they die and it's like-,sad,SOMETHING HAPPENS AND  THEY DIE AND IT'S LIKE .
Ses05F_impro06_F023,"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",sad,REALLY HARD TO IMAGINE THAT . LIKE . YOU'RE GOING TO CONTINUE TO LIVE AND THAT PERSON'S JUST  GOING TO HAVE STOPPED .
Ses05F_impro06_F024,[BREATHING],sad,{BR} .
Ses05F_impro06_F025,yeah.,sad,YEAH .
Ses05F_impro06_F026,It's hard to say good-bye.,sad,IT'S HARD TO SAY GOOD BYE .
Ses05F_impro06_F027,[BREATHING],sad,{BR} .
Ses05F_impro06_F029,yeah yeah.,sad,YEAH YEAH .
Ses05F_impro06_M001,"Oh no, I'm so sorry. What happened?",sad,OH NO I'M SO SORRY WHAT HAPPENED .
Ses05F_impro06_M002,That's the worst. I'm so sorry. Did you know him well?,sad,THAT'S THE WORST  I'M . SO SORRY . DID YOU KNOW HIM WELL .
Ses05F_impro06_M003,"I am so sorry, It's-",sad,I AM SO SORRY . IT'S .
Ses05F_impro06_M004,It's the worst when they go like that. [GARBAGE] Was he young?,sad,IT'S THE WORST WHEN THEY GO LIKE THAT  {NS} WAS HE YOUNG .
Ses05F_impro06_M005,"Absolutely, absolutely.",sad,ABSOLUTELY . ABSOLUTELY .
Ses05F_impro06_M006,It's the think,sad,IT'S THE  THINK .
Ses05F_impro06_M007,There's no reason for it.,sad,THERE'S NO REASON FOR IT .
Ses05F_impro06_M008,Yeah? What'd he do? What did they do? How'd you know him?,sad,YEAH WHAT'D HE DO . WHAT DID THEY DO . HOW'D YOU KNOW HIM .
Ses05F_impro06_M009,yeah.,sad,YEAH .
Ses05F_impro06_M010,"Is he an actor too, or-?",neu,IS HE AN ACTOR TOO OR .
Ses05F_impro06_M011,"Yes of course, of course.",sad,YES OF COURSE . OF COURSE .
Ses05F_impro06_M012,Was he very close to his family?,neu,WAS HE VERY CLOSE TO HIS FAMILY .
Ses05F_impro06_M013,yeah.,neu,YEAH .
Ses05F_impro06_M014,Of course not. You have no idea what it's like to lose a kid.,sad,OF COURSE NOT . YOU . HAVE NO IDEA WHAT IT'S LIKE TO LOSE A KID .
Ses05F_impro06_M017,Is there a funeral planned? or-,neu,IS THERE A FUNERAL PLANNED OR .
Ses05F_impro06_M018,"Cool, Well, If you want me to go with you, I will.",neu,COOL WELL IF YOU WANT ME TO GO WITH YOU I WILL .
Ses05F_impro06_M019,No problem.,neu,NO PROBLEM .
Ses05F_impro06_M020,"Right, it just doesn't make any sense, it's not real. It doesn't feel real.",sad,RIGHT  IT JUST DOESN'T MAKE ANY SENSE  IT'S NOT REAL . IT DOESN'T  FEEL REAL .
Ses05F_impro06_M021,yeah.,neu,YEAH .
Ses05F_impro06_M022,"Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know. It'll get easier I guess.",neu,DO YOU KNOW WHAT  IT'S GOING TO PASS EVENTUALLY I MEAN  IT'LL NEVER PASS IT'LL ALWAYS BE THERE AND YOU'LL ALWAYS REMEMBER AND EVERYTHING LIKE  THAT  BUT . YOU KNOW  IT'LL GET EASIER I  GUESS .
Ses05F_impro06_M023,That's the best way to put it.,neu,THAT'S THE BEST WAY TO PUT IT .
Ses05F_impro06_M024,Absolutely.,neu,ABSOLUTELY .
Ses05F_impro06_M025,"Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be.",neu,DO YOU KNOW WHAT . IF IT WAS ME THAT DIED I'D  REALLY WANT YOU TO BE CRYING AND  BEING REALLY UPSET TOO ANY WAY  SO  I THINK YOU SHOULD DEFINITELY  DO THIS . BECAUSE IT'S TRYING  WHAT IT'S SUPPOSED TO BE .
Ses05F_impro07_F000,So guess what.,exc,SO GUESS WHAT .
Ses05F_impro07_F001,I got into college.,exc,I GOT INTO COLLEGE .
Ses05F_impro07_F002,U.S.C..,exc,U S  C .
Ses05F_impro07_F003,yeah.,exc,YEAH .
Ses05F_impro07_F004,No.,exc,NO .
Ses05F_impro07_F005,I'll stay in town.,exc,I'LL STAY IN TOWN .
Ses05F_impro07_F006,Uh- I don't know.,hap,UH  I DON'T KNOW .
Ses05F_impro07_F007,"Well, I don't want to, I don't want to live with my mom.",neu,WELL I DON'T WANT TO I DON'T WANT TO LIVE WITH . MY MOM .
Ses05F_impro07_F008,Whoa. What an idea. Where would you want to live?,exc,WHOA WHAT AN IDEA WHERE  WOULD YOU WANT TO LIVE .
Ses05F_impro07_F011,"Whoa, this is going to be so much fun.",exc,WHOA THIS IS GOING TO BE SO MUCH FUN .
Ses05F_impro07_F012,"Thank you. I know, I'm really, really, really excited.",exc,THANK YOU I KNOW I'M REALLY REALLY REALLY EXCITED .
Ses05F_impro07_F013,"I know they have a really, really great program for what I want to do.",exc,I KNOW THEY HAVE A  REALLY  REALLY GREAT PROGRAM FOR WHAT I WANT TO DO .
Ses05F_impro07_F014,Can we for real live together?,exc,CAN WE FOR REAL LIVE TOGETHER .
Ses05F_impro07_F015,awesome.,exc,AWESOME .
Ses05F_impro07_F016,So should we get a place near campus? or-,exc,SO SHOULD WE GET A PLACE NEAR CAMPUS OR .
Ses05F_impro07_F017,okay.,exc,OKAY .
Ses05F_impro07_F021,It's going to be ridiculous. It's going to be so cool.,exc,IT'S GOING TO BE RIDICULOUS IT'S GOING TO BE SO COOL .
Ses05F_impro07_F023,"[LAUGHTER] Oh, I'm going to be working too, I mean.",exc,{LG} . OH I'M GOING TO BE WORKING TOO I MEAN .
Ses05F_impro07_F024,I- I hear the same.,exc,I . I HEAR THE SAME .
Ses05F_impro07_F025,"I don't know how I feel about that, but-",exc,I DON'T KNOW HOW I FEEL ABOUT THAT BUT .
Ses05F_impro07_F026,oh yeah.,exc,OH YEAH .
Ses05F_impro07_F027,oh yeah.,exc,OH YEAH .
Ses05F_impro07_F028,"[LAUGHTER] Oh, it'll be awesome, that's for sure.",exc,{LG} OH IT'LL BE AWESOME THAT'S FOR SURE .
Ses05F_impro07_F029,Better than if I'd picked up and moved to Boston.,exc,BETTER THAN IF I'D PICKED UP AND MOVED TO BOSTON .
Ses05F_impro07_F030,[LAUGHTER] by yourself.,exc,{LG} BY YOURSELF .
Ses05F_impro07_F031,you'd be that kid,exc,YOU'D BE THAT KID .
Ses05F_impro07_F032,"living near campus, and not going to school.",exc,LIVING NEAR CAMPUS AND NOT GOING TO SCHOOL .
Ses05F_impro07_F033,[LAUGHTER],exc,{LG} .
Ses05F_impro07_F034,yeah.,exc,YEAH .
Ses05F_impro07_F035,We should go apartment shop-er-hunting.,exc,WE SHOULD GO APARTMENT SHOP ER HUNTING .
Ses05F_impro07_F036,Let's go tomorrow.,exc,LET'S GO TOMORROW .
Ses05F_impro07_F037,yeah.,exc,YEAH .
Ses05F_impro07_F038,Woo-,exc,WOO .
Ses05F_impro07_F039,exciting.,exc,EXCITING .
Ses05F_impro07_M000,what,exc,WHAT .
Ses05F_impro07_M001,"Shut up. What'd you get, where'd you get accepted to? please",exc,SHUT UP WHAT'D YOU GET WHERE'D YOU GET ACCEPTED TO PLEASE .
Ses05F_impro07_M002,"Oh, sweet.",exc,OH SWEET .
Ses05F_impro07_M003,So you're not going to leave me.,exc,SO YOU'RE NOT GOING TO LEAVE ME .
Ses05F_impro07_M004,"oh, good good good good good good.",exc,OH . GOOD . GOOD GOOD . GOOD  GOOD . GOOD .
Ses05F_impro07_M005,Are you going to live on campus? Where are you going to live?,exc,ARE YOU GOING TO LIVE ON CAMPUS WHERE ARE YOU GOING TO LIVE .
Ses05F_impro07_M006,Uh! stay over here. Like travel to school. because you are so close to me,exc,UH STAY OVER HERE . LIKE . TRAVEL TO SCHOOL BECAUSE YOU ARE SO CLOSE TO ME .
Ses05F_impro07_M007,"Okay, you're right, you're right, you're right, right. Maybe we should get a place together.",hap,OKAY YOU'RE RIGHT YOU'RE RIGHT YOU'RE RIGHT RIGHT MAYBE WE SHOULD GET A PLACE TOGETHER .
Ses05F_impro07_M008,That'll be awesome.,exc,THAT'LL BE AWESOME .
Ses05F_impro07_M009,"I don't know. Well. I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so.",exc,I DON'T KNOW  WELL . I WOULDN'T MIND LIVING BY THE U S C CAMPUS  YOU KNOW BUT  I'M NOT GOING TO GO TO SCHOOL RIGHT NOW SO .
Ses05F_impro07_M011,But I'd love to go all the US- all the U.S.C. parties and do all that crazy stuff with you.,exc,BUT I'D LOVE TO GO ALL THE US ALL THE U S C PARTIES AND DO ALL THAT CRAZY STUFF  WITH YOU .
Ses05F_impro07_M012,it is going to be so much fun. Yes.,exc,IT IS GOING TO BE SO MUCH  FUN . YES .
Ses05F_impro07_M013,Uh! I'm so happy that you're not going to go away.,exc,UH I'M SO HAPPY THAT YOU'RE NOT GOING TO GO AWAY .
Ses05F_impro07_M014,"Oh, I bet you're going to love it too. You always wanted to go to U.S.C..",exc,OH I BET YOU'RE GOING TO LOVE IT TOO . YOU ALWAYS WANTED TO GO TO U S C .
Ses05F_impro07_M015,"You're going to have so much fun. And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together.",exc,YOU'RE GOING TO HAVE SO MUCH  FUN AND  THERE'S LO TONS OF PEOPLE YOU'RE GOING TO MEET SO MANY PEOPLE I'M GOING TO MEET SO MANY PEOPLE TOO BECAUSE WE'RE GOING TO BE THERE TOGETHER .
Ses05F_impro07_M016,"Sure, why not. I don't know why not, I'm not doing anything I have no plans, I could live anywhere I want.",exc,SURE WHY NOT I DON'T KNOW WHY NOT I'M NOT DOING ANYTHING I HAVE NO PLANS I COULD LIVE ANYWHERE I WANT .
Ses05F_impro07_M017,That'll be great. That'll be great.,exc,THAT'LL BE GREAT  THAT'LL BE GREAT .
Ses05F_impro07_M018,"We should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are cool people, though. Do you know any people that might be out there?",exc,WE SHOULD TRY TO FIND LIKE A PARTY SPOT THOUGH  LIKE YOU KNOW WHERE THERE'S GOING TO BE A LOT OF PARTIES WHERE THERE ARE  COOL PEOPLE THOUGH . DO YOU KNOW ANY PEOPLE THAT MIGHT BE OUT THERE .
Ses05F_impro07_M019,"Yeah, me either.",exc,YEAH ME EITHER .
Ses05F_impro07_M020,"[garbage] I know, I know, I know, we'll figure it out. Right? [garbage] it is going to be so much fun.",exc,{NS} . I KNOW I KNOW I KNOW WE'LL FIGURE IT OUT . RIGHT . {NS} IT IS GOING TO BE SO MUCH FUN .
Ses05F_impro07_M021,"You can't make fun of me because I'm not going to school, though, because I'm going to be working though.",exc,YOU CAN'T MAKE FUN OF ME BECAUSE I'M NOT GOING TO SCHOOL THOUGH BECAUSE I'M GOING TO BE WORKING THOUGH .
Ses05F_impro07_M024,Woo- I I do.,exc,WOO I . I DO .
Ses05F_impro07_M025,I know exactly how you feel about that. I think you feel really excited about it. I know you are. I can tell. I know you.,exc,I KNOW EXACTLY HOW YOU FEEL ABOUT THAT I THINK YOU FEEL REALLY EXCITED ABOUT IT I KNOW YOU ARE  I CAN TELL I KNOW YOU .
Ses05F_impro07_M026,You're a wild and crazy woman.,exc,YOU'RE A WILD AND CRAZY  WOMAN .
Ses05F_impro07_M027,"Uh huh, it will be awesome.",exc,UH HUH IT WILL BE AWESOME .
Ses05F_impro07_M029,"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad.",exc,LIVING NEAR THE U S C CAMPUS BY . MYSELF NOT GOING TO SCHOOL THERE JUST REALLY PATHETIC AND SAD .
Ses05F_impro07_M030,"Exactly. Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much.",exc,EXACTLY  MOOCHING OFF OF ALL LIKE THE COLLEGE EXPERIENCES . THAT WOULD'VE BEEN ME . BUT YOU HAVE SAVED ME FROM THAT DISASTER THANK YOU  THANK YOU VERY MUCH .
Ses05F_impro07_M031,"Oh, it's going to be so much fun.",exc,OH IT'S . GOING TO BE SO MUCH FUN .
Ses05F_impro07_M032,"Well, congratulations. and to me too, because now I get to-have-",exc,WELL CONGRATULATIONS  AND TO ME TOO . BECAUSE . NOW I GET TO . HAVE .
Ses05F_impro07_M033,That's a good idea.,exc,THAT'S A GOOD IDEA .
Ses05F_impro07_M034,"Tomorrow, tomorrow, tomorrow-",exc,TOMORROW TOMORROW TOMORROW .
Ses05F_impro07_M035,"Good. We'll have to have one soon, you're going to have to go to school in a couple of months.",exc,GOOD WE'LL HAVE TO HAVE ONE SOON YOU'RE GOING TO HAVE TO GO TO SCHOOL IN A COUPLE OF MONTHS .
Ses05F_impro07_M036,"Oh God, it's awesome... There's going to be tons of places. [garbage]",exc,OH . GOD . IT'S AWESOME . THERE'S GOING TO BE TONS OF PLACES . {NS} .
Ses05F_impro08_F000,"Hi, sir. How can I help you?",neu,HI SIR HOW CAN I HELP YOU .
Ses05F_impro08_F001,Okay.,neu,OKAY .
Ses05F_impro08_F002,"[LAUGHTER] All right. I'm sorry, sir that you've been having a hard time.",neu,{LG} ALL RIGHT I'M SORRY SIR THAT YOU'VE . BEEN HAVING . A HARD TIME .
Ses05F_impro08_F003,"I kwon, it is ridiculous",neu,I KWON IT IS RIDICULOUS .
Ses05F_impro08_F004,"yeah, I understand.",neu,YEAH . I UNDERSTAND .
Ses05F_impro08_F005,Uh- when's when's-,neu,UH WHEN'S WHEN'S .
Ses05F_impro08_F007,"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",neu,IF YEAH WELL IF YOU JUST SLOW DOWN  WE'LL UM  WE'LL DEFINITELY HAVE YOUR PROBLEM SOLVED AND AFTER WE HAVE YOUR PROBLEM SOLVED THEN  I CAN TRANSFER YOU TO A MANAGER SOMEONE WHO CAN  YOU KNOW YOU CAN . VOICE YOUR COMPLAINT TO WHO WILL BE ABLE TO SOMETHING ABOUT IT .
Ses05F_impro08_F008,"Okay, so where?, okay, all right, so where did you uh- locate your your bill?",neu,OKAY . SO WHERE OKAY ALL  RIGHT SO WHERE DID YOU UH . LOCATE YOUR . YOUR BILL .
Ses05F_impro08_F009,In the mail?,neu,IN THE MAIL .
Ses05F_impro08_F010,"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",neu,SO IS IT IS IS IT AT ALL POSSIBLE THAT MAYBE THIS STATEMENT IS JUST OLD  AND THAT THE TRANSACTION HADN'T . BEEN PROCESSED YET .
Ses05F_impro08_F011,Okay.,neu,OKAY .
Ses05F_impro08_F012,Okay.,neu,OKAY .
Ses05F_impro08_F014,"Okay so, I'll just look it up and you know see what's going on, maybe we can...",neu,OKAY SO I'LL JUST . LOOK IT UP AND YOU KNOW  SEE WHAT'S GOING ON MAYBE WE CAN .
Ses05F_impro08_F015,if I call it up on the screen.,neu,IF I CALL IT UP ON THE SCREEN .
Ses05F_impro08_F016,"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?",neu,SO IN THE DATABASE IT LOOKS AS THOUGH  UM  THERE IS A . THERE IS LIKE A GLITCH IN THE TRANSACTION WHERE IT HADN'T GONE THROUGH BEFORE BUT  I DO SEE THAT YOU  PAID . THE . WHAT  CAN YOU TELL ME THE AMOUNT WHAT WAS THE AMOUNT .
Ses05F_impro08_F017,"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason. And I think that was the problem on our end. So um-",neu,OKAY I DO SEE THAT ON HERE AND IT SAYS THAT UM  IT HAD SOME TROUBLE CLEARING FOR SOME REASON . AND I THINK THAT WAS THE PROBLEM ON OUR END . SO . UM .
Ses05F_impro08_F018,"Well you know sometimes-- just with online transactions, things happens. so um-",neu,WELL YOU KNOW SOMETIMES JUST WITH ONLINE TRANSACTIONS  THINGS HAPPENS  SO . UM .
Ses05F_impro08_F019,"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid.",neu,YEAH WE SOMEBODY WENT IN AND AND CLEARED . THE PROBLEM AND IT LOOKS LIKE . YOU'RE ALL . PAID .
Ses05F_impro08_F020,"You do the direct the direct it um- it's taking right out of your bank account, correct?",neu,YOU DO THE DIRECT THE DIRECT . IT UM  IT'S TAKING RIGHT OUT OF YOUR BANK ACCOUNT . CORRECT .
Ses05F_impro08_F021,Yeah so- That --that did go through.,neu,YEAH  SO THAT THAT DID GO THROUGH .
Ses05F_impro08_F022,"Um- I can try to do that for you, certainly.",neu,UM  I CAN TRY TO DO THAT FOR YOU CERTAINLY .
Ses05F_impro08_F023,"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well. So I'm going to go ahead and try and put that into the computer. And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",neu,RIGHT  RIGHT AND SINCE YEAH SINCE IT WAS JUST A . COMPUTER GLITCH THEN THAT'S THAT SHOULD BE . CLEARED UP AS WELL SO I'M  GOING TO GO AHEAD AND TRY AND PUT THAT INTO THE COMPUTER AND IF  FOR SOME REASON YOU NOTICE ON YOUR STATEMENT IN A FEW DAYS THAT YOU'VE BEEN CHARGED AND AN OVERDUE FEE THEN . YOU SHOULD JUST CALL BACK AND WE'LL HAVE THAT .
Ses05F_impro08_F024,Well I'll give you my direct line and my number so you can- you can get directly to me.,neu,WELL I'LL GIVE YOU MY DIRECT LINE AND MY NUMBER SO  YOU CAN . YOU CAN GET DIRECTLY TO ME .
Ses05F_impro08_F025,yeah.,neu,YEAH .
Ses05F_impro08_F026,No problem.,neu,NO PROBLEM .
Ses05F_impro08_F027,ahh one eight hundred three two three,neu,AHH ONE EIGHT HUNDRED THREE TWO THREE .
Ses05F_impro08_F028,six four nine four,neu,SIX FOUR NINE FOUR .
Ses05F_impro08_F029,You're welcome,neu,YOU'RE WELCOME .
Ses05F_impro08_F030,I'm sorry that it was an inconvenience.,neu,I'M SORRY THAT IT WAS AN INCONVENIENCE .
Ses05F_impro08_F032,Have a good day.,neu,HAVE A GOOD DAY .
Ses05F_impro08_F033,bye bye,neu,BYE . BYE .
Ses05F_impro08_M004,"This is ridiculous. I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody. They have never, ever work for me.",ang,THIS IS RIDICULOUS I I SERIOUSLY . I  DON'T . UNDERSTAND WHY YOU THINK THESE AUTOMATED SYSTEMS ARE SUPPOSED TO LIKE WORK FOR ANYBODY THEY HAVE NEVER EVER WORK FOR ME .
Ses05F_impro08_M005,"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",ang,CAN YOU LIKE TALK TO SOMEBODY ABOUT THIS CAN YOU LIKE CAN YOU TELL THEM THAT THIS IS RIDICULOUS AND CAN THEY CHANGE IT FROM NOW ON IS THERE A PHONE NUMBER YOU HAVE THAT I CAN CALL THAT WILL LIKE AUTOMATICALLY BE TALKING TO SOMEBODY A HUMAN BEING .
Ses05F_impro08_M007,"Like I know I paid last month, but it hasn't been paid and you charged me a late fee.",ang,LIKE I KNOW I PAID LAST MONTH BUT IT HASN'T BEEN PAID AND YOU CHARGED ME A LATE FEE .
Ses05F_impro08_M013,"Okay, great, go ahead.",neu,OKAY GREAT . GO AHEAD .
Ses05F_impro08_M016,"No, No, No, I am grateful.",neu,NO NO NO I AM GRATEFUL .
Ses05F_impro08_M018,Did they take-,neu,DID THEY TAKE .
Ses05F_impro08_M019,"Yes, yes, exactly.",neu,YES . YES EXACTLY .
Ses05F_impro08_M020,Are you taking the late fee off of my account then?,neu,ARE YOU TAKING THE LATE FEE OFF OF MY . ACCOUNT THEN .
Ses05F_impro08_M022,Right.,neu,RIGHT .
Ses05F_impro08_M025,"That would be wonderful, that would be great seriously.",hap,THAT . WOULD BE WONDERFUL . THAT WOULD BE GREAT SERIOUSLY .
Ses05F_impro08_M026,"thank you, what's the number?",hap,THANK YOU WHAT'S THE NUMBER .
Ses05F_impro08_M027,three two three,neu,THREE TWO THREE .
Ses05F_impro08_M028,"six four nine four. That would be so great, thank you so much.",hap,SIX FOUR NINE . FOUR  THAT  WOULD BE . SO GREAT THANK YOU SO MUCH .
Ses05F_impro08_M030,"It was horrible, but you've made it much better, thank you very much. Absolutely",hap,IT WAS HORRIBLE . BUT . YOU'VE MADE IT MUCH BETTER THANK YOU VERY MUCH  ABSOLUTELY .
Ses05F_impro08_M031,"You too, thank you so much, have a wonderful day.",hap,YOU TOO THANK YOU SO MUCH HAVE A WONDERFUL DAY .
Ses05F_script01_1_F000,What's he going to say? Maybe we should tell him before he sees it.,sad,WHAT'S HE GOING TO SAY  MAYBE WE SHOULD TELL HIM BEFORE HE SEES IT .
Ses05F_script01_1_F004,Did you talk to him?,sad,DID YOU TALK TO HIM .
Ses05F_script01_1_F005,He cried hard.,sad,HE CRIED HARD .
Ses05F_script01_1_F006,He is thinking about him again.,sad,HE IS THINKING ABOUT HIM AGAIN .
Ses05F_script01_1_F007,"It's getting just like after Larry died, he's having dreams, he's walking around at night.",sad,IT'S GETTING JUST LIKE AFTER LARRY DIED HE'S HAVING DREAMS HE'S WALKING AROUND AT NIGHT .
Ses05F_script01_1_F008,What's the meaning of that?,sad,WHAT'S THE MEANING OF THAT .
Ses05F_script01_1_F017,Well I got an idea. But what's the story?,neu,WELL I GOT AN IDEA BUT WHAT'S THE STORY .
Ses05F_script01_1_F024,"Well you're a considerate fellow, there's nothing wrong with that.",neu,WELL YOU'RE A CONSIDERATE FELLOW THERE'S . NOTHING  WRONG WITH THAT .
Ses05F_script01_1_F025,Have you asked Annie yet to marry you?,neu,HAVE YOU ASKED ANNIE YET TO MARRY YOU .
Ses05F_script01_1_F026,"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",neu,WELL HOW DID YOU KNOW THAT SHE . WILL GO ALONG WITH IT I MEAN MAYBE SHE FEELS THE SAME WAY AS YOUR FATHER .
Ses05F_script01_1_F027,"The trouble is you don't see enough women, you never have",neu,THE TROUBLE IS YOU DON'T SEE ENOUGH WOMEN YOU NEVER HAVE .
