,FileName,Sentences,Label,text,AugmentedText
4866,Ses05F_script03_1_M017,It all depends on how well we played.,exc,IT ALL DEPENDS ON HOW WELL WE PLAYED .,It all depends on how well we played.
4867,Ses05F_script03_1_M018,"Yes, yes, with all his might.",exc,YES YES WITH ALL HIS MIGHT .,"Yes, yes, with all his power."
4868,Ses05F_script03_1_M019,"No, no it isn't. Death is very laughable. Come such a cunning little mystery all done with mirrors.",exc,NO NO IT ISN'T DEATH IS  VERY LAUGHABLE . COME  SUCH A CUNNING LITTLE MYSTERY ALL DONE WITH MIRRORS .,"No, no, it's not. Death is very laughable. Come up with such a cunning little secret all done with mirrors."
4869,Ses05F_script03_1_M020,"no, So is everyone else in the long run. Let's be superficial and pity the poor philosophers. Let's blow trumpets and squeakers and --",exc,NO . SO IS EVERYONE ELSE IN THE LONG RUN . LET'S BE SUPERFICIAL AND  PITY THE POOR PHILOSOPHERS  LET'S BLOW TRUMPETS AND SQUEAKERS AND .,"No, in the long run, that's everybody else. Let's be superficial and pity the poor philosophers. Let's blow trumpets and squeaks and --"
4870,Ses05F_script03_1_M021,enjoy the party as long as we can like very little quite idiotic schoolchildren. [garbage] Let's savor the delight of the moment.,exc,ENJOY THE PARTY AS LONG AS WE CAN LIKE  VERY LITTLE QUITE . IDIOTIC SCHOOLCHILDREN  {NS} . LET'S SAVOR THE DELIGHT OF THE MOMENT .,"Enjoy the party as long as we like very small, rather idiotic schoolchildren.Let's enjoy the joy of the moment."
4871,Ses05F_script03_1_M022,"Darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets.",exc,DARLING COME HERE AND KISS ME  BEFORE YOUR . BODY ROTS AND WORMS POP IN AND OUT OF YOUR EYE SOCKETS .,"Honey, come here and kiss me before your body rots and worms pop up in and out of your eye sockets."
4872,Ses05F_script03_1_M024,Do you remember that awful scene we had in Venice?,exc,DO YOU REMEMBER THAT AWFUL SCENE WE HAD IN VENICE .,Remember that horrible scene we had in Venice?
4873,Ses05F_script03_1_M025,The one where you bought that little painted wooden snake and put it on my bed.,exc,THE ONE WHERE YOU BOUGHT THAT  LITTLE PAINTED WOODEN SNAKE AND PUT IT ON MY BED .,The one where you bought the little wooden snake and put it on my bed.
4874,Ses05F_script03_1_M026,"Horrible thing, I hate it.",exc,HORRIBLE  THING I HATE IT .,"Terrible thing, I hate her."
4875,Ses05F_script03_1_M027,How long did that row last?,exc,HOW LONG DID THAT ROW LAST .,How long did the series take?
4876,Ses05F_script03_1_M028,The worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,exc,THE WORST ONE  WAS IN CANNES  WHEN YOUR  CURLING IRONS BURNT A HOLE IN MY NEW DRESSING GOWN .,The worst thing was in Cannes when your curling irons burned a hole in my new dress.
4877,Ses05F_script03_1_M029,"Oh, that was quite a rouser, wasn't it?",exc,OH THAT WAS QUITE A ROUSER WASN'T IT .,"Oh, that was quite a rouser, wasn't it?"
4878,Ses05F_script03_1_M030,"Oh, I didn't hit you very hard.",neu,OH I DIDN'T HIT YOU VERY HARD .,"Oh, I didn't hit you very hard."
4879,Ses05F_script03_1_M031,[LAUGHTER] I shall never forget his face.,exc,{LG} I SHALL NEVER FORGET HIS  FACE .,I'll never forget his face.
4880,Ses05F_script03_1_M032,"Oh, we were very much younger then.",exc,OH WE WERE VERY MUCH YOUNGER THEN .,"Oh, we were much younger then."
4881,Ses05F_script03_1_M033,"Oh, As a matter of fact, the real cause of that row was Peter Burden.",exc,OH . AS A MATTER OF FACT . THE REAL CAUSE OF THAT ROW WAS PETER BURDEN .,"Oh, the fact is, the real cause of this series was Peter Burden."
4882,Ses05F_script03_2_F000,You knew there was nothing in that.,neu,YOU KNEW THERE WAS NOTHING IN THAT .,You knew there was nothing in there.
4883,Ses05F_script03_2_F001,Only a trivial little broach.,neu,ONLY A TRIVIAL LITTLE BROACH .,Just a trivial little brooch.
4884,Ses05F_script03_2_F003,You worked the whole thing up in your jealous imagination.,neu,YOU WORKED THE WHOLE THING UP IN YOUR JEALOUS IMAGINATION .,You worked everything up in your jealous imagination.
4885,Ses05F_script03_2_F004,"maybe just a little, but--",neu,MAYBE JUST A LITTLE BUT .,"Maybe a little, but..."
4886,Ses05F_script03_2_F005,And what of it?,neu,AND WHAT OF IT .,So what?
4887,Ses05F_script03_2_F006,"Well, I- he got a lot of pleasure out of it and it didn't hurt me.",neu,WELL I . HE GOT A LOT OF PLEASURE OUT OF IT AND IT DIDN'T HURT ME .,"Well, I... he had a lot of pleasure out of it, and it didn't hurt me."
4888,Ses05F_script03_2_F010,I don't see why you want any. You've already had three glasses.,neu,I DON'T SEE WHY YOU WANT ANY YOU'VE ALREADY HAD THREE GLASSES .,I don't understand why you want three glasses already.
4889,Ses05F_script03_2_F011,"Well, it seems silly to go on and on in such a thing.",neu,WELL IT SEEMS SILLY TO GO ON AND ON IN SUCH A THING .,It seems stupid to continue like this.
4890,Ses05F_script03_2_F012,It's becoming a habit with you.,neu,IT'S BECOMING A HABIT WITH YOU .,It's gonna be a habit with you.
4891,Ses05F_script03_2_F014,Just making myself fascinating for you.,neu,JUST MAKING MYSELF FASCINATING FOR YOU .,I'm just making myself fascinating for you.
4892,Ses05F_script03_2_F018,"Um, It doesn't seem to have worked such wonders with you.",ang,UM IT DOESN'T SEEM TO HAVE WORKED SUCH WONDERS WITH YOU .,"Uh, it doesn't seem to have worked such a miracle with you."
4893,Ses05F_script03_2_F019,"adder don't snap, they sting.",ang,ADDER DON'T SNAP THEY STING .,"adder don't grab them, they sting."
4894,Ses05F_script03_2_F020,They sting.,ang,THEY  STING .,They stab.
4895,Ses05F_script03_2_F021,"I don't care if they bark and roll around like hoops, okay.",ang,I DON'T CARE IF THEY BARK AND ROLL AROUND LIKE HOOPS OKAY .,"I don't care if they bark and roll around like tires, okay?"
4896,Ses05F_script03_2_F022,"Yes, I did quite a bit.",neu,YES I DID QUITE A BIT .,"Yeah, I pretty much did that."
4897,Ses05F_script03_2_F023,Mind your own business.,ang,MIND YOUR OWN BUSINESS .,You take care of your own business.
4898,Ses05F_script03_2_F024,"Oh dear, you really are becoming quite insufferable. I would imagine it's because you're drunk.",ang,OH DEAR YOU . REALLY ARE BECOMING QUITE INSUFFERABLE I WOULD IMAGINE IT'S BECAUSE YOU'RE  DRUNK .,"Oh, my dear, you're getting pretty intolerable, I'd imagine it's because you're drunk."
4899,Ses05F_script03_2_F027,"Not very funny, dear, you better have some more brandy.",ang,NOT VERY FUNNY DEAR YOU BETTER HAVE SOME MORE BRANDY .,"Not very funny, dear, you better have some brandy."
4900,Ses05F_script03_2_F029,Why?,ang,WHY .,Why?
4901,Ses05F_script03_2_F030,There aren't any people upstairs; it's a photographer's studio.,ang,THERE . AREN'T ANY PEOPLE UPSTAIRS IT'S A PHOTOGRAPHER'S STUDIO .,"There's no one upstairs, it's a photographer's studio."
4902,Ses05F_script03_2_F031,They're away in Tunis.,ang,THEY'RE AWAY IN TUNIS .,They went to Tunis.
4903,Ses05F_script03_2_F032,Turn it on again.,ang,TURN IT ON AGAIN .,Turn it back on.
4904,Ses05F_script03_2_F033,"Fine, if you insist on being completely insolent.",ang,FINE IF YOU INSIST ON BEING . COMPLETELY INSOLENT .,"Well, if you insist on being totally insolent."
4905,Ses05F_script03_2_F034,"Well, do try to control yourself darling.",ang,WELL DO TRY TO CONTROL YOURSELF DARLING .,"Well, try to control yourself, darling."
4906,Ses05F_script03_2_F035,You really do need to develop uh a clearer head.,ang,YOU REALLY DO NEED TO . DEVELOP UH . A CLEARER HEAD .,You really need to develop a clearer head.
4907,Ses05F_script03_2_F036,I- I hate you.,ang,I . I HATE YOU .,I hate you.
4908,Ses05F_script03_2_F037,I hate you.,ang,I HATE YOU .,I hate you.
4909,Ses05F_script03_2_F038,"No, no. I'm tired of listening to you. You're boorish and idiotic and completely overbearing.",ang,NO . NO I'M TIRED OF LISTENING TO YOU . YOU'RE BOORISH AND IDIOTIC . AND COMPLETELY OVERBEARING .,"No, I'm tired of listening to you."
4910,Ses05F_script03_2_F039,"Yeah, very amusing. Let me go. I'm getting out of here. I can't believe I intended to marry you.",ang,YEAH VERY AMUSING LET ME GO I'M GETTING OUT OF HERE I CAN'T BELIEVE I INTENDED TO MARRY YOU .,I'm leaving. I wanted to marry you.
4911,Ses05F_script03_2_F040,"Oh, marry you again? I must have been insane. What was I thinking? I mean, you're completely outrageous.",ang,OH MARRY YOU AGAIN I MUST HAVE BEEN INSANE WHAT WAS I THINKING I MEAN . YOU'RE . COMPLETELY OUTRAGEOUS .,I guess I was crazy. What was I thinking?
4912,Ses05F_script03_2_F041,Beast; brute; cad; whore,ang,BEAST BRUTE CAD . WHORE .,Beast; brood; cad; whore
4913,Ses05F_script03_2_M004,"You must admit that he was in love with you, wasn't he?",ang,YOU MUST ADMIT THAT HE WAS IN LOVE WITH YOU WASN'T HE .,"You have to admit he was in love with you, right?"
4914,Ses05F_script03_2_M005,You let him kiss you. You said you did.,ang,YOU LET HIM KISS YOU YOU SAID YOU DID .,You let him kiss you.
4915,Ses05F_script03_2_M008,"Well, that's a nice point of view I must say.",ang,WELL THAT'S A NICE POINT OF VIEW I MUST SAY .,That's a good point of view I must say.
4916,Ses05F_script03_2_M009,"So am I, bored stiff. Would you like some brandy?",neu,SO AM I . BORED STIFF  WOULD YOU LIKE SOME BRANDY .,"I'm bored, too. Do you want a brandy?"
4917,Ses05F_script03_2_M010,I'll have a little I think.,neu,I'LL HAVE A LITTLE I THINK .,"I'm gonna drink a little, I think."
4918,Ses05F_script03_2_M013,You needn't be so grand simply because you don't happen to want any at the moment.,ang,YOU NEEDN'T BE SO  GRAND SIMPLY BECAUSE YOU DON'T HAPPEN TO WANT ANY AT THE MOMENT .,You don't have to be that big just because you don't want to.
4919,Ses05F_script03_2_M014,"Really, Amanda.",ang,REALLY AMANDA .,"Really, Amanda."
4920,Ses05F_script03_2_M016,"Oh, that reply has broken my heart.",ang,OH THAT REPLY HAS . BROKEN MY HEART .,That's the answer that broke my heart.
4921,Ses05F_script03_2_M019,It's a pity you didn't take a little more brandy. It might have made you a little less disagreeable.,ang,IT'S A PITY YOU DIDN'T  TAKE A LITTLE MORE BRANDY IT MIGHT HAVE MADE YOU A LITTLE LESS DISAGREEABLE .,"Too bad you didn't take Brandy anymore, that might have made you less uncomfortable."
4922,Ses05F_script03_2_M022,They snap.,ang,THEY SNAP .,They're leaving.
4923,Ses05F_script03_2_M024,Did you see much of Peter Burden after the divorce?,ang,DID YOU SEE MUCH OF PETER BURDEN AFTER THE DIVORCE .,Have you seen a lot of Peter Burden after the divorce?
4924,Ses05F_script03_2_M025,I suppose you let him kiss you a good deal more then.,ang,I SUPPOSE YOU LET HIM KISS YOU A GOOD DEAL MORE THEN .,I guess you'll let him kiss you a lot more.
4925,Ses05F_script03_2_M026,"You must have a riotous time, no restraint at all, very enjoyable. I mean, you never had much anyway.",ang,YOU MUST HAVE A RIOTOUS TIME . NO RESTRAINT AT ALL VERY ENJOYABLE I MEAN YOU NEVER HAD MUCH ANYWAY .,"You must have a stirring time, no restraint at all, very pleasant. I mean, you never had much anyway."
4926,Ses05F_script03_2_M037,Turn it off. It is driving me mad.,ang,TURN IT OFF . IT IS DRIVING ME MAD .,It's driving me crazy.
4927,Ses05F_script03_2_M038,Turn it off.,ang,TURN IT OFF .,Turn it off.
4928,Ses05F_script03_2_M039,Turn it off.,ang,TURN IT OFF .,Turn it off.
4929,Ses05F_script03_2_M040,Amanda-- Listen- Listen-,ang,AMANDA . LISTEN  LISTEN .,"Amanda, listen..."
4930,Ses05F_script03_2_M041,Very music- amusing indeed.,ang,VERY MUSIC AMUSING INDEED .,Very musical amusing indeed.
4931,Ses05F_script03_2_M042,"You are a vile tempered, loose living, wicked little beast, and I never want to set eyes on you again.",ang,YOU ARE A VILE TEMPERED LOOSE LIVING WICKED LITTLE BEAST AND I NEVER WANT TO SET EYES ON YOU AGAIN .,"You're a disgusting, temperamental, insolent, evil little beast, and I never want to see you again."
4932,Ses05F_script03_2_M043,"Shut up, shut up. I wouldn't marry you again if you came crawling to me on bended knee. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.",ang,SHUT  UP . SHUT UP I WOULDN'T MARRY YOU AGAIN IF YOU CAME CRAWLING TO ME . ON  BENDED KNEE . YOU'RE A . MEAN EVIL MINDED LITTLE VAMPIRE AND I HOPE TO GOD I NEVER SET EYES ON YOU AGAIN .,"I wouldn't marry you again if you crawled to me on your knees, you're a mean, bad little vampire, and I hope I'll never see you again."
4933,Ses05M_impro01_F000,Can I help you?,neu,CAN I HELP YOU .,Can I help you?
4934,Ses05M_impro01_F001,"Oh, this- this form that you have is the wrong form. You need to go over to the other line on the other side of the D.M.V..",neu,OH  THIS  THIS FORM THAT YOU HAVE IS THE WRONG FORM  YOU NEED TO GO OVER TO THE OTHER . LINE . ON THE OTHER SIDE OF THE  D M V .,This form you have is the wrong form. You have to go to the other line on the other side of the DV.
4935,Ses05M_impro01_F002,"Right, but this is the wrong form. Somebody gave you the wrong form.",neu,RIGHT . BUT THIS IS THE WRONG FORM SOMEBODY GAVE YOU THE WRONG FORM .,"That's the wrong form, someone gave you the wrong form."
4936,Ses05M_impro01_F003,"Yeah. So, I can't -- I can't do anything-",neu,YEAH SO I CAN'T I CAN'T DO ANYTHING .,"Yeah, well, I can't... I can't do anything..."
4937,Ses05M_impro01_F004,"No, but this is for um- replacements and you need a new -- whole new license as a California --",neu,NO BUT THIS IS FOR  UM . REPLACEMENTS AND YOU NEED A NEW . WHOLE NEW LICENSE AS A CALIFORNIA .,"No, but that's for replacement, and you need a new -- a completely new license as California --"
4938,Ses05M_impro01_F006,"No, I understand and there are a lot of people here. But what I'm telling you is that it's different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did.",neu,NO I UNDERSTAND AND THERE ARE A LOT OF PEOPLE HERE BUT  WHAT I'M TELLING YOU IS THAT . IT'S DIFFERENT FOR DIFFERENT STATES AND SINCE YOUR GETTING A NEW LICENSE IN THE STATE OF CALIFORNIA . YOU HAVE TO FILL OUT A DIFFERENT FORM THAN YOU DID .,"No, I understand, and there are a lot of people here, but what I'm telling you is that it's different for different states, and since you get a new license in the state of California -- you have to fill"
4939,Ses05M_impro01_F009,I know.,neu,I KNOW .,I know.
4940,Ses05M_impro01_F012,Yeah. I know it's gonna take a minute. But you-- so you might as well get started now.,neu,YEAH I KNOW IT'S GONNA TAKE A MINUTE BUT YOU SO YOU MIGHT AS WELL GET STARTED NOW .,"Yeah, I know it'll take a minute, but you... so you can just as well start now."
4941,Ses05M_impro01_F021,I'm gonna- I'm gonna bring security over and have them escort you out.,ang,I'M GONNA I'M GONNA BRING SECURITY OVER AND HAVE THEM ESCORT YOU OUT .,I'm gonna bring security down here and let them take you out.
4942,Ses05M_impro01_F023,"Well, that's unfortunate, sir. You're gonna have to go stand in the other line now.",ang,WELL THAT'S UNFORTUNATE SIR YOU'RE GONNA HAVE TO GO STAND IN THE OTHER LINE NOW .,"Well, that's unfortunate, sir, you need to go to the other row now."
4943,Ses05M_impro01_M005,"I'm not getting a -- well, you wait in this line and not get an attitude.",ang,I'M NOT GETTING A WELL YOU WAIT IN THIS LINE AND NOT GET AN ATTITUDE .,"I don't get any -- well, wait in this line and get no setting."
4944,Ses05M_impro01_M015,"Wouldn't you? Oh, come on. you just tell me. You would make an exception for me.",ang,WOULDN'T YOU . OH . COME ON YOU JUST TELL ME  YOU WOULD MAKE AN EXCEPTION FOR ME .,You'd make me an exception.
4945,Ses05M_impro02_F012,What would be the worst that would happen if they found you somewhere else?,neu,WHAT WOULD BE THE WORST THAT WOULD HAPPEN IF THEY FOUND YOU SOMEWHERE . ELSE .,What would be the worst thing if they found you somewhere else?
4946,Ses05M_impro02_F013,"Well, they're so young.",sad,WELL THEY'RE SO YOUNG .,You're so young.
4947,Ses05M_impro02_F020,It's just so much.,sad,IT'S JUST SO MUCH .,It's just so much.
4948,Ses05M_impro02_F021,[GARBAGE] You have to write me everyday.,sad,{NS} YOU HAVE TO WRITE ME EVERYDAY .,You have to write to me every day.
4949,Ses05M_impro02_F023,okay.,sad,OKAY .,All right.
4950,Ses05M_impro02_F024,[GARBAGE],sad,{NS} .,[SCREAMING]
4951,Ses05M_impro02_M000,"Sweetheart, I've got to tell you something. I just got a call. I'm going to Iraq.",sad,SWEETHEART I'VE GOT TO TELL YOU SOMETHING  I JUST GOT A CALL I'M GOING TO IRAQ .,"Honey, I gotta tell you something, I just got a call, I'm going to Iraq."
4952,Ses05M_impro02_M001,"I know it's really crappy timing, but I don't have a choice.",sad,I KNOW IT'S  REALLY CRAPPY TIMING BUT  I DON'T HAVE A CHOICE .,"I know it's a shitty timing, but I don't have a choice."
4953,Ses05M_impro02_M007,"I don't have a choice. I have to go. If I don't go, they'll come and take me.",sad,I DON'T HAVE A CHOICE . I HAVE  TO GO . IF I DON'T GO THEY'LL COME AND TAKE ME .,"I have to go, if I don't go, they'll get me."
4954,Ses05M_impro02_M010,I know.,sad,I KNOW .,I know.
4955,Ses05M_impro02_M011,I don't want to -- the kids. You've got to take care of them. You've got- you've got to-,sad,I DON'T WANT  TO . THE KIDS  YOU'VE GOT  TO TAKE CARE OF THEM YOU'VE GOT YOU'VE  GOT TO .,"I don't want... the kids, you have to take care of them."
4956,Ses05M_impro02_M012,"tell them about me and show them pictures of me and everything like that, because they are not going to see me for such a long time. And it's such an important time and I just don't want to miss it.",sad,TELL THEM ABOUT ME AND SHOW THEM PICTURES OF ME AND EVERYTHING LIKE THAT BECAUSE THEY ARE NOT GOING TO SEE ME FOR SUCH A LONG TIME AND IT'S SUCH AN IMPORTANT TIME AND I JUST DON'T WANT TO MISS IT .,Tell them about me and show them pictures of me and all because they won't see me for so long. And it's such an important time and I just don't want to miss them.
4957,Ses05M_impro02_M013,I don't have -- I know. What are we gonna- What are we- just run away? What can I do? Where can we go?,sad,I DON'T HAVE I  KNOW . WHAT ARE WE GONNA WHAT ARE WE JUST RUN AWAY  WHAT CAN I DO WHERE CAN WE GO .,"I know what we're doing, so we're just gonna run away?"
4958,Ses05M_impro02_M018,I know. But I'll-I'll send the pictures all the time and I'll write them emails and you can read them the emails that I send them.,sad,I KNOW . BUT  I'LL I'LL SEND THE PICTURES ALL THE TIME AND I'LL WRITE THEM EMAILS AND YOU CAN READ THEM THE EMAILS THAT I SEND THEM .,"I know, but I'm gonna send the pictures all the time, and I'm gonna write them e-mails, and you can read them the e-mails I send them."
4959,Ses05M_impro02_M019,"I'm gonna be in Bagdad, just doing security.",sad,I'M GONNA BE IN BAGDAD  JUST DOING SECURITY .,I'll be in Baghdad and only take over security.
4960,Ses05M_impro02_M021,I just want to be honest with you. I don't want you to .,sad,I JUST WANT TO BE HONEST WITH YOU I DON'T WANT YOU TO .,I just want to be honest with you.
4961,Ses05M_impro02_M022,"but, it's gonna be fine. I'm gonna be fine. You know I'm good at this. I can do this. That's why I trained all this time. I'm good at this. Okay?",sad,BUT IT'S GONNA BE FINE I'M GONNA BE FINE YOU KNOW I'M GOOD AT THIS I CAN DO THIS . THAT'S WHY I TRAINED ALL THIS TIME I'M GOOD AT THIS . OKAY .,"I'm good at it, I can do it, that's why I've been training all the time, and I'm good at it."
4962,Ses05M_impro02_M023,"I know. I know. I know. But, you know what? That doesn't mean it's gonna be me; does it?",sad,I KNOW  I KNOW  I KNOW BUT YOU KNOW WHAT . THAT DOESN'T MEAN IT'S GONNA BE ME . DOES IT .,"I know, I know, but that doesn't mean it's gonna be me, does it?"
4963,Ses05M_impro02_M024,No. It doesn't. And you can't think like that.,sad,NO IT DOESN'T AND YOU CAN'T THINK LIKE THAT .,"No, it's not, and you can't think that way."
4964,Ses05M_impro02_M025,I don't want you to -- I know. I know. You can't worry about me. You've got to worry about the kids. And you've got to take care of the kids for me. Okay? Take care of the kids for me; all right?,sad,I DON'T WANT YOU TO I KNOW I KNOW YOU . CAN'T WORRY ABOUT ME YOU'VE GOT TO WORRY ABOUT THE KIDS AND YOU'VE GOT TO TAKE CARE OF THE KIDS FOR ME OKAY . TAKE CARE OF THE KIDS FOR ME ALL RIGHT .,"I don't want you to... I know, I know, you can't worry about me, you have to worry about the kids, and you have to take care of the kids for me."
4965,Ses05M_impro02_M027,"I'll miss you, baby.",sad,I'LL  MISS  YOU . BABY .,"I'm gonna miss you, baby."
4966,Ses05M_impro02_M028,"All- I'll write you everyday, all the time. And I'll send you pictures and you send me pictures. I know We've got email out there. We've got email and I can see stuff and you can send me stuff all the time. Okay?",sad,ALL I'LL WRITE YOU EVERYDAY ALL THE TIME  AND I'LL SEND YOU PICTURES AND YOU SEND ME PICTURES  I KNOW WE'VE GOT EMAIL OUT THERE WE'VE GOT EMAIL AND I CAN SEE STUFF AND YOU CAN SEND ME STUFF ALL THE TIME OKAY .,"I write to you every day, all the time, and I send you pictures and you send me photos. I know we have e-mail out there. We have e-mail and I can see things and you can"
4967,Ses05M_impro02_M029,yeah yeah yeah.,sad,YEAH YEAH YEAH .,"Yeah, yeah, right."
4968,Ses05M_impro02_M030,You you record every second. You record every second because I want to see it all. Okay?,exc,YOU . YOU RECORD EVERY SECOND . YOU RECORD EVERY SECOND BECAUSE I WANT TO SEE IT ALL OKAY .,"You record every second, you record every second, because I want to see everything."
4969,Ses05M_impro03_F000,what?,neu,WHAT .,What?
4970,Ses05M_impro03_F002,When?,exc,WHEN .,When?
4971,Ses05M_impro03_F003,"Oh, what, how- where how did you do it?",exc,OH WHAT HOW WHERE HOW DID YOU DO IT .,"Oh, what, how... how did you do that?"
4972,Ses05M_impro03_F004,Okay good. I I assumed.,exc,OKAY GOOD  I I ASSUMED .,"Okay, I assumed."
4973,Ses05M_impro03_F005,oh-,hap,OH .,"Oh, right."
4974,Ses05M_impro03_F006,uh-huh,neu,UH HUH .,What's this?
4975,Ses05M_impro03_F007,"Oh, my God. That's so dramatic.",exc,OH . MY . GOD . THAT'S SO DRAMATIC .,"Oh, my God, that's so dramatic."
4976,Ses05M_impro03_F008,so cute.,hap,SO . CUTE .,So cute.
4977,Ses05M_impro03_F009,"No, it's totally original, though.",hap,NO IT'S TOTALLY ORIGINAL THOUGH .,"No, it's absolutely original."
4978,Ses05M_impro03_F010,oh.,hap,OH .,"Oh, that's it."
4979,Ses05M_impro03_F011,"Oh, Then you had a whole weekend of camping?",hap,OH THEN YOU HAD A WHOLE WEEKEND OF  CAMPING .,"Oh, then you had a whole weekend camping?"
4980,Ses05M_impro03_F012,"Oh, right. sure [LAUGHTER]",hap,OH RIGHT  SURE  {LG} .,"Oh, right, sure."
4981,Ses05M_impro03_F013,So where are you going to have your wedding?,hap,SO WHERE ARE YOU GOING TO  HAVE YOUR . WEDDING .,So where are you going to celebrate your wedding?
4982,Ses05M_impro03_F014,Yeah. of course.,exc,YEAH OF . COURSE .,"Yes, of course."
4983,Ses05M_impro03_F015,Okay Okay.,exc,OKAY  OKAY .,All right.
4984,Ses05M_impro03_F016,Where is she right now?,hap,WHERE IS SHE RIGHT NOW .,Where is she right now?
4985,Ses05M_impro03_F017,"Yeah,I'll hang out with the both of you.",hap,YEAH I'LL  HANG OUT WITH THE BOTH OF  YOU .,"Yeah, I'm gonna hang out with you two."
4986,Ses05M_impro03_F018,yes.,exc,YES .,Yes.
4987,Ses05M_impro03_F019,Oh I'm so excited for you.,exc,OH . I'M SO EXCITED FOR YOU .,"Oh, I'm so excited for you."
4988,Ses05M_impro03_F020,oh.,hap,OH .,"Oh, that's all right."
4989,Ses05M_impro03_F021,"Oh, my gosh. You told your parents already? and everything",hap,OH MY GOSH  YOU TOLD YOUR PARENTS ALREADY AND EVERYTHING .,"Oh, my God, you already told your parents and everything."
4990,Ses05M_impro03_F022,Are they so excited?,hap,ARE THEY SO EXCITED .,Are they so excited?
4991,Ses05M_impro03_F023,Are you guys gonna have kids?,exc,ARE YOU GUYS GONNA HAVE KIDS .,Will you have children?
4992,Ses05M_impro03_F026,Are you going to start right away?,neu,ARE YOU . GOING TO START RIGHT AWAY .,Are you gonna start right now?
4993,Ses05M_impro03_F027,"Yeah, have you ever like lived with someone else before?",neu,YEAH . HAVE YOU EVER LIKE LIVED WITH SOMEONE ELSE BEFORE .,"Yeah, have you ever lived with someone else before?"
4994,Ses05M_impro03_F030,Oooh,neu,OOOH .,Oooh
4995,Ses05M_impro03_F031,"That's incredible yeah ,Congratulations.",hap,THAT'S INCREDIBLE YEAH CONGRATULATIONS .,"That's incredible, yes, congratulations."
4996,Ses05M_impro03_M000,Guess what?,exc,GUESS WHAT .,You know what?
4997,Ses05M_impro03_M001,"I did it, I asked her to marry me.",exc,I DID IT . I ASKED HER TO MARRY ME .,I asked her to marry me.
4998,Ses05M_impro03_M002,"Yes, I did it.",exc,YES I DID IT .,"Yeah, I did it."
4999,Ses05M_impro03_M003,"Oh my god, it was just last weekend.",exc,OH MY GOD IT WAS JUST LAST WEEKEND .,"Oh, my God, it was just last weekend."
5000,Ses05M_impro03_M004,"She--,well, she said yes, first of all, let me say that right off the bat. Well, I would like to assume, too. But you never know these things, right?",hap,SHE . WELL SHE SAID YES . FIRST OF ALL LET ME SAY THAT RIGHT OFF THE BAT . WELL  I WOULD LIKE TO ASSUME TOO BUT YOU NEVER KNOW THESE THINGS RIGHT .,"You... well, she said, first of all, let me say that right away by the bat. Well, I'd like to assume that too, but you never know these things, do you?"
5001,Ses05M_impro03_M006,"I did it up at Yosemite. We went camping right like we usually do. You know we go camping up there all the time. But, um- the waterfalls had died down a little bit, you know. And so uh- we-I had her climb up.",hap,I DID IT UP AT YOSEMITE . WE WENT CAMPING RIGHT LIKE WE USUALLY DO YOU KNOW WE GO CAMPING UP THERE ALL THE TIME  BUT UM . THE WATERFALLS HAD DIED DOWN A LITTLE BIT YOU KNOW . AND SO UH . WE . I . HAD HER CLIMB UP .,"I did it in Yosemite, we camped like we usually do, and we camp up there all the time, but the waterfalls were a bit dead, and so we..."
5002,Ses05M_impro03_M007,"You know- we did some- you know some rock climbing up the waterfalls and went up to this little pool that was up there. And then, I- it's great. Um- You have to climb this little rock-",hap,YOU KNOW WE DID SOME YOU KNOW . SOME ROCK CLIMBING UP THE  WATERFALLS AND . WENT UP TO THIS LITTLE POOL THAT WAS UP THERE  AND THEN  I . IT'S GREAT  UM YOU HAVE TO CLIMB THIS LITTLE ROCK .,"You know, we have a few... you know a rock that climbs up the waterfalls and goes up to that little pool that was up there, and then, I... it's great."
5003,Ses05M_impro03_M008,"and you can climb it and it's covered in algae you know. So, I wanted her to climb it to go take a picture, like, back in this little waterfall area, and she got back there and she took her picture. And then, I had her come back. And I was going to do the same thing.",hap,AND YOU CAN CLIMB IT AND  IT'S COVERED IN ALGAE YOU KNOW . SO I WANTED HER TO CLIMB IT TO GO TAKE A PICTURE . LIKE . BACK IN THIS LITTLE  WATERFALL AREA AND SHE GOT BACK THERE AND SHE TOOK HER PICTURE AND THEN . I HAD HER COME BACK AND I WAS GOING TO DO THE SAME THING .,"And I wanted her to climb it to take a picture in this little waterfall, and she came back, and she took her picture, and then she came back and I wanted to do the same."
5004,Ses05M_impro03_M009,"Well, instead I climb up on the rock and like I- I didn't do it -- well, I did it on purpose. I made it look like I accidentally did it. I slipped down into this pool of water, right? And she freaks out because I slide all the way down this rock. And um-",hap,WELL INSTEAD I CLIMB UP ON THE ROCK . AND LIKE I  I DIDN'T DO IT WELL I DID IT ON PURPOSE I MADE IT LOOK LIKE I ACCIDENTALLY DID IT I SLIPPED DOWN INTO  THIS POOL OF WATER RIGHT . AND SHE FREAKS OUT BECAUSE I SLIDE ALL THE WAY DOWN THIS ROCK  AND UM .,"Instead, I climb the rock and like I didn't do it -- well, I did it on purpose. I made it look like I accidentally did it."
